track_name,artist_name,release_date,genre,cluster
fools rush in (where angels fear to tread),lesley gore,1963,pop,1
young and foolish,lesley gore,1963,pop,2
girl from the north country,bob dylan,1963,pop,18
second hand love,connie francis,1963,pop,1
i would,lesley gore,1963,pop,13
i'll keep it with mine,bob dylan,1963,pop,16
if that's the way you want it,lesley gore,1963,pop,1
because i love you,buddy holly,1963,pop,16
custom machine,the beach boys,1963,pop,17
the death of emmett till,bob dylan,1963,pop,17
i understand,lesley gore,1963,pop,13
many tears ago,connie francis,1963,pop,7
chora tua tristeza,vince guaraldi,1963,pop,0
breakin' in a brand new broken heart,connie francis,1963,pop,1
surfers rule,the beach boys,1963,pop,9
i'm the one who loves you,the impressions,1963,pop,13
wonderful summer,robin ward,1963,pop,16
mr. tambourine man,bob dylan,1963,pop,2
from me to you,del shannon,1963,pop,13
long time gone,bob dylan,1963,pop,4
time to go,lesley gore,1963,pop,1
standing on the highway,bob dylan,1963,pop,9
dance on,the shadows,1963,pop,13
slippin' and slidin',buddy holly,1963,pop,7
old coat,"peter, paul and mary",1963,pop,16
two kinds of tear drops,del shannon,1963,pop,7
masters of war,bob dylan,1963,pop,17
with god on our side,bob dylan,1963,pop,16
i'm gonna be warm this winter,connie francis,1963,pop,2
puppy love,barbara lewis,1963,pop,8
let me die in my footsteps,bob dylan,1963,pop,17
poor boy blues,bob dylan,1963,pop,2
santa claus is coming to town,the crystals,1963,pop,11
flora,"peter, paul and mary",1963,pop,16
(they call you) gigolette,roy orbison,1963,pop,13
house without windows,roy orbison,1963,pop,1
my foolish heart,lesley gore,1963,pop,1
the next time,cliff richard & the shadows,1963,pop,1
the killer,chubby checker,1963,pop,2
wonderful! wonderful!,the tymes,1963,pop,13
dream,roy orbison,1963,pop,11
among my souvenirs,connie francis,1963,pop,1
sweets for my sweet,the searchers,1963,pop,13
come and get these memories,martha reeves & the vandellas,1963,pop,1
judy's turn to cry,lesley gore,1963,pop,18
blue bayou,roy orbison,1963,pop,2
shy girl,the cascades,1963,pop,15
dreamin',the cascades,1963,pop,16
don't break the heart that loves you,connie francis,1963,pop,1
stay,frankie valli & the four seasons,1963,pop,2
shahdaroba,roy orbison,1963,pop,16
the last leaf,the cascades,1963,pop,1
two faces have i,lou christie,1963,pop,1
lonely wine,roy orbison,1963,pop,1
get yourself another fool,sam cooke,1963,pop,1
"sunshine, lollipops and rainbows",lesley gore,1963,pop,14
two lovers,mary wells,1963,pop,13
in my room,the beach boys,1963,pop,18
stupid cupid,connie francis,1963,pop,9
rhythm of the rain,the cascades,1963,pop,1
you've really got a hold on me,the miracles,1963,pop,13
surfer girl (stereo),the beach boys,1963,pop,16
surfin' u.s.a.,the beach boys,1963,pop,17
that's all she wrote,ricky nelson,1963,pop,2
sleigh ride,the ronettes,1963,pop,2
frankie,connie francis,1963,pop,1
i wish you love,sam cooke,1963,pop,1
so much in love,the tymes,1963,pop,13
cry me a river,lesley gore,1963,pop,1
my happiness,connie francis,1963,pop,16
alone,frankie valli & the four seasons,1963,pop,16
everybody's somebody's fool,connie francis,1963,pop,19
break it to me gently,brenda lee,1963,pop,1
it's all right,the impressions,1963,pop,19
christmas (baby please come home),darlene love,1963,pop,11
mean old world,sam cooke,1963,pop,16
run bobby run,lesley gore,1963,pop,1
your summer dream (stereo),the beach boys,1963,pop,4
if i had a hammer,trini lopez,1963,pop,19
go away little girl,bobby vee,1963,pop,8
fly me to the moon,brenda lee,1963,pop,2
shut down,the beach boys,1963,pop,9
my heart has a mind of its own,connie francis,1963,pop,7
no more tears,lesley gore,1963,pop,1
mickey's monkey,the miracles,1963,pop,12
more (theme from mondo cane),kai winding,1963,pop,0
lana,the beach boys,1963,pop,11
i'm so lonesome i could cry,the everly brothers,1963,pop,2
in my room (mono),the beach boys,1963,pop,18
farmer's daughter,the beach boys,1963,pop,9
having a party,sam cooke,1963,pop,2
gypsy woman,the impressions,1963,pop,13
don't say nothin' bad (about my baby),the cookies,1963,pop,11
winter wonderland,darlene love,1963,pop,2
my first day alone,the cascades,1963,pop,16
hawaii,the beach boys,1963,pop,11
just one look,martha reeves & the vandellas,1963,pop,1
i love you because,al martino,1963,pop,16
the gypsy cried,lou christie,1963,pop,7
what kind of fool am i?,lesley gore,1963,pop,15
runaround sue,del shannon,1963,pop,15
gone the rainbow,"peter, paul and mary",1963,pop,11
a marshmallow world,darlene love,1963,pop,2
lonely sea,the beach boys,1963,pop,1
punch and judy,the cascades,1963,pop,1
string along,ricky nelson,1963,pop,2
smoke rings,sam cooke,1963,pop,18
farewell,bob dylan,1963,pop,17
handy man,del shannon,1964,pop,7
i'll be home for christmas,the beach boys,1964,pop,2
can't believe it,manfred mann,1964,pop,7
unchained melody,bobby vinton,1964,pop,4
blue christmas,the beach boys,1964,pop,2
in the land of make believe,the drifters,1964,pop,12
jingle bell rock,brenda lee,1964,pop,4
auld lang syne,the beach boys,1964,pop,16
crying,jay & the americans,1964,pop,13
"good golly, miss molly",jerry lee lewis,1964,pop,14
why do fools fall in love (stereo),the beach boys,1964,pop,1
your cheatin' heart,jerry lee lewis,1964,pop,1
i died inside,lesley gore,1964,pop,1
leave me alone,lesley gore,1964,pop,1
my whole world is falling down,brenda lee,1964,pop,11
i want to hold your hand,the supremes,1964,pop,13
ask any girl,the supremes,1964,pop,15
take me back,little anthony & the imperials,1964,pop,16
hushabye,jay & the americans,1964,pop,13
your kiss of fire,the supremes,1964,pop,13
rat race,the drifters,1964,pop,17
santa claus is comin' to town,the beach boys,1964,pop,7
you'll never get to heaven if you break my heart,dionne warwick,1964,pop,1
tonight,jay & the americans,1964,pop,4
livin' above your head,jay & the americans,1964,pop,17
sidewalk surfin',jan & dean,1964,pop,9
no true love,the dixie cups,1964,pop,13
at the scene,the dave clark five,1964,pop,15
last one to be loved,dionne warwick,1964,pop,13
long long winter,the impressions,1964,pop,4
yes,jay & the americans,1964,pop,13
papa-oom-mow-mow,the beach boys,1964,pop,2
my baby just cares for me,mary wells,1964,pop,3
the grass is greener,brenda lee,1964,pop,1
sea of heartbreak,the searchers,1964,pop,1
you've really got a hold on me,the supremes,1964,pop,13
things are changing,jay & the americans,1964,pop,16
danny,lesley gore,1964,pop,2
bring it to jerome,manfred mann,1964,pop,11
all grown up,the dixie cups,1964,pop,16
when the love light starts shining thru his eyes,dusty springfield,1964,pop,1
i'll never smile again,bobby vinton,1964,pop,1
some other time,monica zetterlund,1964,pop,16
crying over you,the dave clark five,1964,pop,1
"fun, fun, fun",the beach boys,1964,pop,8
tears on my pillow,little anthony & the imperials,1964,pop,1
it's gotta be you,lesley gore,1964,pop,1
tomorrow,jay & the americans,1964,pop,16
whisper you love me boy,mary wells,1964,pop,13
a whole lotta shakin' goin' on,little richard,1964,pop,11
groovin',manfred mann,1964,pop,3
all cried out,dusty springfield,1964,pop,19
"turn, turn, turn! / to everything there is a season",judy collins,1964,pop,18
little honda (stereo),the beach boys,1964,pop,9
my back pages,bob dylan,1964,pop,17
"gone, gone, gone",the everly brothers,1964,pop,14
only a pawn in their game,bob dylan,1964,pop,17
all i really want to do,bob dylan,1964,pop,11
anyone who had a heart,dionne warwick,1964,pop,13
when the lovelight starts shining through his eyes,the supremes,1964,pop,1
laughing on the outside (crying on the inside),bobby vinton,1964,pop,18
the lonesome death of hattie carroll,bob dylan,1964,pop,17
he was my brother,simon & garfunkel,1964,pop,8
the sun is burning,simon & garfunkel,1964,pop,18
one too many mornings,bob dylan,1964,pop,18
bird dog,the everly brothers,1964,pop,1
the best things in life are free,sam cooke,1964,pop,5
let's lock the door (and throw away the key),jay & the americans,1964,pop,1
where did our love go,the supremes,1964,pop,11
don't throw your love away,the searchers,1964,pop,1
all summer long (stereo),the beach boys,1964,pop,2
walk on by,dionne warwick,1964,pop,1
rockin' around the christmas tree,brenda lee,1964,pop,2
needles and pins,the searchers,1964,pop,10
wishin' and hopin',dusty springfield,1964,pop,13
this magic moment,jay & the americans,1964,pop,18
"fun, fun, fun (mono)",the beach boys,1964,pop,8
bye bye love,the everly brothers,1964,pop,13
come see about me,the supremes,1964,pop,11
my guy,mary wells,1964,pop,1
baby love,the supremes,1964,pop,11
('til) i kissed you,the everly brothers,1964,pop,13
i'm on the outside (looking in),little anthony & the imperials,1964,pop,1
devoted to you,the everly brothers,1964,pop,16
an angel cried,frankie valli & the four seasons,1964,pop,1
cara mia,jay & the americans,1964,pop,13
the game of love,wayne fontana & the mindbenders,1964,pop,11
reach out for me,dionne warwick,1964,pop,16
smokestack lightning,manfred mann,1964,pop,2
cotton candy,al hirt,1964,pop,0
bits and pieces,the dave clark five,1964,pop,1
stay awhile,dusty springfield,1964,pop,4
"fun, fun, fun (stereo)",the beach boys,1964,pop,8
wishin' and hopin',dionne warwick,1964,pop,13
pom pom play girl,the beach boys,1964,pop,15
"long, tall sally",jerry lee lewis,1964,pop,11
lalena,donovan,1964,pop,16
i wonder,brenda lee,1964,pop,1
let the music play,the drifters,1964,pop,8
keep an eye on summer,the beach boys,1964,pop,2
if i had a hammer (the hammer song),sam cooke,1964,pop,12
sittin' in the sun,sam cooke,1964,pop,18
96 tears,? & the mysterians,1964,pop,1
anyone who had a heart,dusty springfield,1964,pop,1
hurt so bad,little anthony & the imperials,1964,pop,1
"lovely, lovely (loverly, loverly)",chubby checker,1964,pop,13
hurdy gurdy man,donovan,1964,pop,2
don't back down (mono),the beach boys,1964,pop,17
the man with all the toys,the beach boys,1964,pop,9
why do fools fall in love,the beach boys,1964,pop,1
the good life,bobby darin,1965,pop,16
l.s.d.,manfred mann,1965,pop,11
love has gone,four tops,1965,pop,14
then he kissed me,sonny & cher,1965,pop,13
unchained melody,sonny & cher,1965,pop,19
needles and pins,cher,1965,pop,1
i go to sleep,cher,1965,pop,4
he was my brother,paul simon,1965,pop,8
mr. tambourine man,the byrds,1965,pop,2
my cherie,al martino,1965,pop,13
i am a rock,paul simon,1965,pop,1
i'll feel a whole lot better,the byrds,1965,pop,14
hard to believe,the impressions,1965,pop,8
see the real me,the impressions,1965,pop,16
the one in the middle,manfred mann,1965,pop,11
"if you gotta go, go now",manfred mann,1965,pop,4
"farewell, angelina",bob dylan,1965,pop,9
goldwatch blues,donovan,1965,pop,9
she don't care about time,the byrds,1965,pop,4
she knows me too well (stereo),the beach boys,1965,pop,13
if i loved you,chad & jeremy,1965,pop,1
the great pretender,the righteous brothers,1965,pop,1
wishing,buddy holly,1965,pop,1
needles and pins,del shannon,1965,pop,1
since you won my heart,smokey robinson & the miracles,1965,pop,1
in the misty moonlight,skeeter davis,1965,pop,14
girl don't tell me (mono),the beach boys,1965,pop,1
teardrops will fall,wilson pickett,1965,pop,1
for sentimental reasons,the righteous brothers,1965,pop,16
queen jane approximately,bob dylan,1965,pop,15
"hi lili, hi lo",manfred mann,1965,pop,2
needles and pins,gary lewis & the playboys,1965,pop,1
see that girl,the righteous brothers,1965,pop,15
dream lover,gary lewis & the playboys,1965,pop,19
good to my baby (stereo),the beach boys,1965,pop,11
whisper you love me boy,the supremes,1965,pop,13
salt lake city (stereo),the beach boys,1965,pop,9
eight miles high,the byrds,1965,pop,9
all i want (is you),the miracles,1965,pop,19
the war drags on,donovan,1965,pop,12
crawling back,roy orbison,1965,pop,7
where did you go,four tops,1965,pop,1
fascination,al martino,1965,pop,13
all i really want to do,the byrds,1965,pop,11
to sing for you,donovan,1965,pop,2
hurtin' inside,the dave clark five,1965,pop,1
since i don't have you,manfred mann,1965,pop,1
patterns,paul simon,1965,pop,18
nothing but heartaches,the supremes,1965,pop,1
"theme from ""a summer place""",bobby vinton,1965,pop,18
josie,donovan,1965,pop,17
september in the rain,chad & jeremy,1965,pop,2
stranger in town,del shannon,1965,pop,19
losing you,dusty springfield,1965,pop,1
goodbye my love,the searchers,1965,pop,13
"if you gotta go, go now (or else you got to stay all night)",bob dylan,1965,pop,4
everybody loves a clown,gary lewis & the playboys,1965,pop,7
the bells of rhymney,the byrds,1965,pop,17
you've really got a hold on me,the zombies,1965,pop,13
shoot your shot,jr. walker & the all stars,1965,pop,19
don't look back (feat. van morrison),them,1965,pop,15
yesterdays gone,chad & jeremy,1965,pop,16
catch the wind,donovan,1965,pop,1
i remember when i loved her,the zombies,1965,pop,13
count me in,gary lewis & the playboys,1965,pop,16
i will follow you,dorothy ashby,1965,pop,16
just once in my life,the righteous brothers,1965,pop,16
sticks and stones,the zombies,1965,pop,7
eve of destruction (stereo),the turtles,1965,pop,16
lies (are breaking my heart),the knickerbockers,1965,pop,1
on the road again,bob dylan,1965,pop,17
make it easy on yourself,the walker brothers,1965,pop,1
try to remember,the brothers four,1965,pop,16
the way i feel inside,the zombies,1965,pop,1
unchained melody,the righteous brothers,1965,pop,4
stop! in the name of love,the supremes,1965,pop,1
friday on my mind,the easybeats,1965,pop,4
she belongs to me,bob dylan,1965,pop,9
sleigh ride,andy williams,1965,pop,2
ride away,roy orbison,1965,pop,9
(i'm a) road runner,jr. walker & the all stars,1965,pop,11
"my darling, i love you",al martino,1965,pop,13
sportin' life,the lovin' spoonful,1965,pop,16
satisfied mind,joan baez,1965,pop,16
good to my baby,the beach boys,1965,pop,11
love potion #9,gary lewis & the playboys,1965,pop,12
"farewell, angelina",joan baez,1965,pop,9
you'll never walk alone,the righteous brothers,1965,pop,18
you're gonna need somebody on your bond,donovan,1965,pop,14
do you hear what i hear?,andy williams,1965,pop,2
in the back of my mind,the beach boys,1965,pop,16
summer day reflection song,donovan,1965,pop,18
"hush, hush, sweet charlotte",patti page,1965,pop,13
ask the lonely,four tops,1965,pop,1
when i grow up (to be a man),the beach boys,1965,pop,16
almost there,andy williams,1965,pop,13
lay down your weary tune,the byrds,1965,pop,2
500 miles,sonny & cher,1965,pop,8
you're the voice,john farnham,1965,pop,17
hangman,"peter, paul and mary",1965,pop,12
universal soldier,donovan,1965,pop,17
woman's got soul,the impressions,1965,pop,13
april come she will,paul simon,1965,pop,2
popsicle,jan & dean,1966,pop,9
lovin' you,the lovin' spoonful,1966,pop,11
whole lot of shakin' in my heart (since i met you),smokey robinson & the miracles,1966,pop,7
i'm ready for love,martha reeves & the vandellas,1966,pop,4
you still believe in me,the beach boys,1966,pop,0
since i fell for you,fontella bass,1966,pop,1
i'll be true to you,the monkees,1966,pop,13
time,nancy sinatra,1966,pop,1
no escape,the seeds,1966,pop,1
somebody help me,the spencer davis group,1966,pop,8
sloop john b,the beach boys,1966,pop,0
run for your life,nancy sinatra,1966,pop,8
yesterday,perry como,1966,pop,16
there will never be another you,chris montez,1966,pop,13
pet sounds,the beach boys,1966,pop,4
here today,the beach boys,1966,pop,14
warm and tender love,percy sledge,1966,pop,13
in my room,nancy sinatra,1966,pop,1
hurry sundown,little richard,1966,pop,8
don't talk (put your head on my shoulder),the beach boys,1966,pop,13
i'm leaving it all up to you,sonny & cher,1966,pop,1
don't forget about me,barbara lewis,1966,pop,11
for one moment,lee hazlewood,1966,pop,1
lightning's girl,nancy sinatra,1966,pop,15
guinevere,donovan,1966,pop,18
it ain't me babe,nancy sinatra,1966,pop,11
warm baby,the lovin' spoonful,1966,pop,11
remember,andy williams,1966,pop,16
i was young when i left home,bob dylan,1966,pop,8
take a giant step,the monkees,1966,pop,1
"caroline, no",the beach boys,1966,pop,16
flowers on the wall,nancy sinatra,1966,pop,7
this old heart of mine (is weak for you),the supremes,1966,pop,1
lies,nancy sinatra,1966,pop,1
i come and stand at every door,the byrds,1966,pop,17
sunny,chris montez,1966,pop,18
signed d.c.,love,1966,pop,1
you don't have to say you love me,cher,1966,pop,16
let it be me,nancy sinatra,1966,pop,16
when she touches me,percy sledge,1966,pop,1
every breath i take,gene pitney,1966,pop,8
sealed with a kiss,the happenings,1966,pop,13
trapped,los bravos,1966,pop,15
the city never sleeps at night,nancy sinatra,1966,pop,9
"faded picture, a",the seeds,1966,pop,1
it's a hard life,the seeds,1966,pop,8
hey joe (where you gonna go),the byrds,1966,pop,17
good vibrations,the beach boys,1966,pop,14
love me all the way,percy sledge,1966,pop,17
get it on,paul revere & the raiders,1966,pop,2
i'm waiting for the day,the beach boys,1966,pop,0
sunny,cher,1966,pop,16
